Notes,County,County Code,Deaths,Population,Crude Rate,county_fips,Deaths_adjusted,Crude Rate_adjusted,label
,"Lane County, OR",41039,Suppressed,7705945,Suppressed,41039,5,6.488496868326987e-07,0
,"Lincoln County, OR",41041,Suppressed,1019985,Suppressed,41041,5,4.902032873032446e-06,0
,"Linn County, OR",41043,Suppressed,2538122,Suppressed,41043,5,1.9699604668333514e-06,0
,"Marion County, OR",41047,Suppressed,6929029,Suppressed,41047,5,7.216018290585882e-07,0
,"Morrow County, OR",41049,Suppressed,246631,Suppressed,41049,5,2.027320166564625e-05,1
,"Polk County, OR",41053,Suppressed,1631560,Suppressed,41053,5,3.0645517173747824e-06,0
,"Umatilla County, OR",41059,Suppressed,1647264,Suppressed,41059,5,3.03533616955145e-06,0
,"Union County, OR",41061,Suppressed,559397,Suppressed,41061,5,8.938195950282179e-06,1
,"Wasco County, OR",41065,Suppressed,549645,Suppressed,41065,5,9.096780649328203e-06,1
,"Washington County, OR",41067,Suppressed,11591662,Suppressed,41067,5,4.313445302321617e-07,0
,"Adams County, PA",42001,Suppressed,2185254,Suppressed,42001,5,2.288063538609242e-06,0
,"Armstrong County, PA",42005,Suppressed,1516074,Suppressed,42005,5,3.2979920505199615e-06,0
,"Bedford County, PA",42009,Suppressed,1084488,Suppressed,42009,5,4.6104705630675485e-06,0
,"Berks County, PA",42011,Suppressed,8875923,Suppressed,42011,5,5.633216962337325e-07,0
,"Blair County, PA",42013,Suppressed,2777209,Suppressed,42013,5,1.8003686434834396e-06,0
,"Bradford County, PA",42015,Suppressed,1364074,Suppressed,42015,5,3.6654902886500294e-06,0
,"Cambria County, PA",42021,Suppressed,3133160,Suppressed,42021,5,1.595832960972309e-06,0
,"Carbon County, PA",42025,Suppressed,1386997,Suppressed,42025,5,3.604910464838785e-06,0
,"Centre County, PA",42027,Suppressed,3334568,Suppressed,42027,5,1.499444605718042e-06,0
,"Clearfield County, PA",42033,Suppressed,1793058,Suppressed,42033,5,2.7885322170281164e-06,0
,"Columbia County, PA",42037,Suppressed,1449030,Suppressed,42037,5,3.450584183902335e-06,0
,"Crawford County, PA",42039,Suppressed,1938681,Suppressed,42039,5,2.579073091447226e-06,0
,"Cumberland County, PA",42041,Suppressed,5146564,Suppressed,42041,5,9.715219707750646e-07,0
,"Dauphin County, PA",42043,Suppressed,5842113,Suppressed,42043,5,8.558547224266289e-07,0
,"Elk County, PA",42047,Suppressed,710637,Suppressed,42047,5,7.03594099378445e-06,0
,"Fayette County, PA",42051,Suppressed,3038815,Suppressed,42051,5,1.6453782148633596e-06,0
,"Forest County, PA",42053,Suppressed,151739,Suppressed,42053,5,3.295131772319575e-05,1
,"Franklin County, PA",42055,Suppressed,3195900,Suppressed,42055,5,1.5645045214180669e-06,0
,"Greene County, PA",42059,Suppressed,848178,Suppressed,42059,5,5.894989023530438e-06,0
,"Huntingdon County, PA",42061,Suppressed,1003915,Suppressed,42061,5,4.980501337264609e-06,0
,"Jefferson County, PA",42065,Suppressed,987409,Suppressed,42065,5,5.063757774134123e-06,0
,"Lackawanna County, PA",42069,Suppressed,4675378,Suppressed,42069,5,1.0694322469755386e-06,0
,"Lawrence County, PA",42073,Suppressed,1993509,Suppressed,42073,5,2.508140168918224e-06,0
,"Lebanon County, PA",42075,Suppressed,2895364,Suppressed,42075,5,1.7268985868443484e-06,0
,"Luzerne County, PA",42079,Suppressed,7000334,Suppressed,42079,5,7.142516342791644e-07,0
,"Lycoming County, PA",42081,Suppressed,2565381,Suppressed,42081,5,1.9490282340128034e-06,0
,"Mercer County, PA",42085,Suppressed,2553565,Suppressed,42085,5,1.9580468873907656e-06,0
,"Mifflin County, PA",42087,Suppressed,1022535,Suppressed,42087,5,4.88980817282538e-06,0
,"Monroe County, PA",42089,Suppressed,3563444,Suppressed,42089,5,1.4031369652504711e-06,0
,"Northampton County, PA",42095,Suppressed,6411446,Suppressed,42095,5,7.798552775770084e-07,0
,"Northumberland County, PA",42097,Suppressed,2056395,Suppressed,42097,5,2.4314394851183747e-06,0
,"Perry County, PA",42099,Suppressed,995448,Suppressed,42099,5,5.022864077279777e-06,0
,"Schuylkill County, PA",42107,Suppressed,3224748,Suppressed,42107,5,1.550508752932012e-06,0
,"Snyder County, PA",42109,Suppressed,866057,Suppressed,42109,5,5.773292058143979e-06,0
,"Somerset County, PA",42111,Suppressed,1701175,Suppressed,42111,5,2.939145002718709e-06,0
,"Susquehanna County, PA",42115,Suppressed,929453,Suppressed,42115,5,5.3795081623277345e-06,0
,"Union County, PA",42119,Suppressed,970191,Suppressed,42119,5,5.15362438942435e-06,0
,"Warren County, PA",42123,Suppressed,913743,Suppressed,42123,5,5.471998143898229e-06,0
,"Washington County, PA",42125,Suppressed,4538393,Suppressed,42125,5,1.1017115529659949e-06,0
,"Wayne County, PA",42127,Suppressed,1116208,Suppressed,42127,5,4.479451858434987e-06,0
,"Westmoreland County, PA",42129,Suppressed,7971306,Suppressed,42129,5,6.272497881777466e-07,0
,"Kent County, RI",44003,Suppressed,3664868,Suppressed,44003,5,1.3643056175556665e-06,0
,"Newport County, RI",44005,Suppressed,1838010,Suppressed,44005,5,2.720333404062002e-06,0
,"Washington County, RI",44009,Suppressed,2776854,Suppressed,44009,5,1.8005988071393022e-06,0
,"Abbeville County, SC",45001,Suppressed,559793,Suppressed,45001,5,8.93187303163848e-06,1
,"Allendale County, SC",45005,Suppressed,224440,Suppressed,45005,5,2.2277668864729994e-05,1
,"Bamberg County, SC",45009,Suppressed,344507,Suppressed,45009,5,1.4513493194623042e-05,1
,"Barnwell County, SC",45011,Suppressed,492308,Suppressed,45011,5,1.0156243652347717e-05,1
,"Beaufort County, SC",45013,Suppressed,3486070,Suppressed,45013,5,1.4342798624238756e-06,0
,"Berkeley County, SC",45015,Suppressed,3960391,Suppressed,45015,5,1.2625016065332944e-06,0
,"Calhoun County, SC",45017,Suppressed,330475,Suppressed,45017,5,1.5129737499054392e-05,1
,"Cherokee County, SC",45021,Suppressed,1210626,Suppressed,45021,5,4.130094678290405e-06,0
,"Chester County, SC",45023,Suppressed,727168,Suppressed,45023,5,6.875990142580532e-06,0
,"Chesterfield County, SC",45025,Suppressed,995906,Suppressed,45025,5,5.020554148684715e-06,0
,"Clarendon County, SC",45027,Suppressed,744830,Suppressed,45027,5,6.7129412080609e-06,0
,"Colleton County, SC",45029,Suppressed,841449,Suppressed,45029,5,5.942130776790988e-06,0
,"Darlington County, SC",45031,Suppressed,1492475,Suppressed,45031,5,3.350139868339503e-06,0
,"Dillon County, SC",45033,Suppressed,685005,Suppressed,45033,5,7.299216794038e-06,0
,"Dorchester County, SC",45035,Suppressed,2892142,Suppressed,45035,5,1.7288224437112701e-06,0
,"Edgefield County, SC",45037,Suppressed,576248,Suppressed,45037,5,8.676819702628034e-06,1
,"Fairfield County, SC",45039,Suppressed,514535,Suppressed,45039,5,9.717511928245892e-06,1
,"Florence County, SC",45041,Suppressed,2952499,Suppressed,45041,5,1.6934806751839712e-06,0
,"Georgetown County, SC",45043,Suppressed,1317647,Suppressed,45043,5,3.7946430265465637e-06,0
,"Greenwood County, SC",45047,Suppressed,1514234,Suppressed,45047,5,3.301999558852859e-06,0
,"Hampton County, SC",45049,Suppressed,452956,Suppressed,45049,5,1.1038599775695653e-05,1
,"Horry County, SC",45051,Suppressed,5923519,Suppressed,45051,5,8.440928441353864e-07,0
,"Kershaw County, SC",45055,Suppressed,1321397,Suppressed,45055,5,3.7838741876968086e-06,0
,"Lancaster County, SC",45057,Suppressed,1687344,Suppressed,45057,5,2.963236897751733e-06,0
,"Laurens County, SC",45059,Suppressed,1483777,Suppressed,45059,5,3.36977861228473e-06,0
,"Marion County, SC",45067,Suppressed,728224,Suppressed,45067,5,6.866019246825153e-06,0
,"Marlboro County, SC",45069,Suppressed,617246,Suppressed,45069,5,8.100498018618185e-06,1
,"Oconee County, SC",45073,Suppressed,1607831,Suppressed,45073,5,3.1097795726043346e-06,0
,"Pickens County, SC",45077,Suppressed,2601016,Suppressed,45077,5,1.92232573732726e-06,0
,"Saluda County, SC",45081,Suppressed,433402,Suppressed,45081,5,1.1536633425780223e-05,1
,"Sumter County, SC",45085,Suppressed,2342535,Suppressed,45085,5,2.134439826939619e-06,0
,"Union County, SC",45087,Suppressed,630478,Suppressed,45087,5,7.930490833938694e-06,0
,"Williamsburg County, SC",45089,Suppressed,748919,Suppressed,45089,5,6.6762894251581275e-06,0
,"York County, SC",45091,Suppressed,4859296,Suppressed,45091,5,1.0289556347256887e-06,0
,"Bon Homme County, SD",46009,Suppressed,155023,Suppressed,46009,5,3.2253278545764177e-05,1
,"Brown County, SD",46013,Suppressed,812059,Suppressed,46013,5,6.157188086087341e-06,0
,"Codington County, SD",46029,Suppressed,597043,Suppressed,46029,5,8.374606184144191e-06,1
,"Corson County, SD",46031,Suppressed,90937,Suppressed,46031,5,5.4983120182104095e-05,1
,"Custer County, SD",46033,Suppressed,178905,Suppressed,46033,5,2.794779352170146e-05,1
,"Davison County, SD",46035,Suppressed,427252,Suppressed,46035,5,1.170269536479642e-05,1
,"Day County, SD",46037,Suppressed,126393,Suppressed,46037,5,3.955915280118361e-05,1
,"Hand County, SD",46059,Suppressed,75228,Suppressed,46059,5,6.646461423937896e-05,1
,"Hughes County, SD",46065,Suppressed,374775,Suppressed,46065,5,1.3341338136215062e-05,1
,"Hutchinson County, SD",46067,Suppressed,164629,Suppressed,46067,5,3.0371319755328648e-05,1
,"Kingsbury County, SD",46077,Suppressed,115009,Suppressed,46077,5,4.3474858489335614e-05,1
,"Lincoln County, SD",46083,Suppressed,947607,Suppressed,46083,5,5.276448992039949e-06,0
,"Marshall County, SD",46091,Suppressed,102821,Suppressed,46091,5,4.8628198519757635e-05,1
,"Meade County, SD",46093,Suppressed,571411,Suppressed,46093,5,8.750269070773926e-06,1
,"Minnehaha County, SD",46099,Suppressed,3745503,Suppressed,46099,5,1.3349341864096758e-06,0
,"Pennington County, SD",46103,Suppressed,2214038,Suppressed,46103,5,2.2583171562547706e-06,0
,"Roberts County, SD",46109,Suppressed,223231,Suppressed,46109,5,2.2398322813587718e-05,1
,"Todd County, SD",46121,Suppressed,212990,Suppressed,46121,5,2.347528052960233e-05,1
,"Walworth County, SD",46129,Suppressed,122126,Suppressed,46129,5,4.0941322896025415e-05,1
,"Yankton County, SD",46135,Suppressed,489906,Suppressed,46135,5,1.0206039525949876e-05,1
,"Anderson County, TN",47001,Suppressed,1632928,Suppressed,47001,5,3.0619843618334673e-06,0
,"Bedford County, TN",47003,Suppressed,969842,Suppressed,47003,5,5.1554789336819815e-06,0
,"Benton County, TN",47005,Suppressed,359963,Suppressed,47005,5,1.3890316504751877e-05,1
,"Blount County, TN",47009,Suppressed,2657538,Suppressed,47009,5,1.8814406416766195e-06,0
,"Bradley County, TN",47011,Suppressed,2158877,Suppressed,47011,5,2.316018930212328e-06,0
,"Campbell County, TN",47013,Suppressed,882316,Suppressed,47013,5,5.666903921044161e-06,0
,"Carroll County, TN",47017,Suppressed,628839,Suppressed,47017,5,7.951160789963726e-06,0
,"Carter County, TN",47019,Suppressed,1255209,Suppressed,47019,5,3.9834003739616274e-06,0
,"Cheatham County, TN",47021,Suppressed,850009,Suppressed,47021,5,5.882290658098914e-06,0
,"Claiborne County, TN",47025,Suppressed,689607,Suppressed,47025,5,7.2505064478753845e-06,0
,"Clay County, TN",47027,Suppressed,172282,Suppressed,47027,5,2.902218455787604e-05,1
,"Coffee County, TN",47031,Suppressed,1152501,Suppressed,47031,5,4.338391029595636e-06,0
,"Crockett County, TN",47033,Suppressed,318516,Suppressed,47033,5,1.569779854073265e-05,1
,"Cumberland County, TN",47035,Suppressed,1203262,Suppressed,47035,5,4.155370983210639e-06,0
,"Dickson County, TN",47043,Suppressed,1074734,Suppressed,47043,5,4.652313967921365e-06,0
,"Dyer County, TN",47045,Suppressed,829128,Suppressed,47045,5,6.030431971903012e-06,0
,"Fentress County, TN",47049,Suppressed,388012,Suppressed,47049,5,1.2886199395894972e-05,1
,"Gibson County, TN",47053,Suppressed,1074460,Suppressed,47053,5,4.653500362973028e-06,0
,"Giles County, TN",47055,Suppressed,646077,Suppressed,47055,5,7.73901562816816e-06,0
,"Greene County, TN",47059,Suppressed,1478691,Suppressed,47059,5,3.3813690622313926e-06,0
,"Hamblen County, TN",47063,Suppressed,1357748,Suppressed,47063,5,3.6825684884087473e-06,0
,"Hancock County, TN",47067,Suppressed,147503,Suppressed,47067,5,3.389761564171576e-05,1
,"Hardeman County, TN",47069,Suppressed,591370,Suppressed,47069,5,8.454943605526151e-06,1
,"Hardin County, TN",47071,Suppressed,567443,Suppressed,47071,5,8.811457714695573e-06,1
,"Hawkins County, TN",47073,Suppressed,1229364,Suppressed,47073,5,4.0671436612752614e-06,0
,"Haywood County, TN",47075,Suppressed,410581,Suppressed,47075,5,1.2177865025415205e-05,1
,"Henderson County, TN",47077,Suppressed,598495,Suppressed,47077,5,8.354288674090845e-06,1
,"Henry County, TN",47079,Suppressed,701507,Suppressed,47079,5,7.127512626388618e-06,0
,"Humphreys County, TN",47085,Suppressed,401555,Suppressed,47085,5,1.2451594426666335e-05,1
,"Jefferson County, TN",47089,Suppressed,1106330,Suppressed,47089,5,4.519447181220793e-06,0
,"Lauderdale County, TN",47097,Suppressed,596383,Suppressed,47097,5,8.383874121160396e-06,1
,"Lawrence County, TN",47099,Suppressed,918429,Suppressed,47099,5,5.444078965276576e-06,0
,"Lewis County, TN",47101,Suppressed,261035,Suppressed,47101,5,1.915451950887812e-05,1
,"McMinn County, TN",47107,Suppressed,1138654,Suppressed,47107,5,4.391149550258463e-06,0
,"McNairy County, TN",47109,Suppressed,561769,Suppressed,47109,5,8.900455525313785e-06,1
,"Macon County, TN",47111,Suppressed,490091,Suppressed,47111,5,1.0202186940792629e-05,1
,"Marshall County, TN",47117,Suppressed,664215,Suppressed,47117,5,7.527683054432676e-06,0
,"Maury County, TN",47119,Suppressed,1785510,Suppressed,47119,5,2.800320356648801e-06,0
,"Meigs County, TN",47121,Suppressed,255723,Suppressed,47121,5,1.9552406314645143e-05,1
,"Monroe County, TN",47123,Suppressed,958744,Suppressed,47123,5,5.215156496416144e-06,0
,"Montgomery County, TN",47125,Suppressed,3747154,Suppressed,47125,5,1.3343460130008e-06,0
,"Morgan County, TN",47129,Suppressed,466960,Suppressed,47129,5,1.0707555250985096e-05,1
,"Obion County, TN",47131,Suppressed,693191,Suppressed,47131,5,7.213019211155367e-06,0
,"Perry County, TN",47135,Suppressed,171453,Suppressed,47135,5,2.9162511008847907e-05,1
,"Polk County, TN",47139,Suppressed,364766,Suppressed,47139,5,1.3707417906274159e-05,1
,"Putnam County, TN",47141,Suppressed,1563530,Suppressed,47141,5,3.197891949626806e-06,0
,"Roane County, TN",47145,Suppressed,1170207,Suppressed,47145,5,4.272748325723568e-06,0
,"Robertson County, TN",47147,Suppressed,1410682,Suppressed,47147,5,3.544384914530702e-06,0
,"Rutherford County, TN",47149,Suppressed,5667643,Suppressed,47149,5,8.822009431433843e-07,0
,"Sevier County, TN",47155,Suppressed,1921222,Suppressed,47155,5,2.602510277313085e-06,0
,"Smith County, TN",47159,Suppressed,416440,Suppressed,47159,5,1.2006531553164921e-05,1
,"Sullivan County, TN",47163,Suppressed,3423929,Suppressed,47163,5,1.4603106548062182e-06,0
,"Sumner County, TN",47165,Suppressed,3514336,Suppressed,47165,5,1.4227438696812143e-06,0
,"Tipton County, TN",47167,Suppressed,1286392,Suppressed,47167,5,3.886840092289131e-06,0
,"Van Buren County, TN",47175,Suppressed,122737,Suppressed,47175,5,4.0737511915722235e-05,1
,"Warren County, TN",47177,Suppressed,872636,Suppressed,47177,5,5.729765904684198e-06,0
,"Washington County, TN",47179,Suppressed,2636346,Suppressed,47179,5,1.8965644114998563e-06,0
,"Wayne County, TN",47181,Suppressed,371554,Suppressed,47181,5,1.3456994138133354e-05,1
,"Weakley County, TN",47183,Suppressed,753798,Suppressed,47183,5,6.633076765924028e-06,0
,"White County, TN",47185,Suppressed,559624,Suppressed,47185,5,8.934570354380798e-06,1
,"Williamson County, TN",47187,Suppressed,3990939,Suppressed,47187,5,1.252837991259701e-06,0
,"Wilson County, TN",47189,Suppressed,2513910,Suppressed,47189,5,1.988933573596509e-06,0
,"Anderson County, TX",48001,Suppressed,1256976,Suppressed,48001,5,3.977800689909752e-06,0
,"Andrews County, TX",48003,Suppressed,336436,Suppressed,48003,5,1.4861667597997836e-05,1
,"Angelina County, TX",48005,Suppressed,1867950,Suppressed,48005,5,2.6767311758880055e-06,0
,"Aransas County, TX",48007,Suppressed,519808,Suppressed,48007,5,9.61893622260527e-06,1
,"Archer County, TX",48009,Suppressed,194894,Suppressed,48009,5,2.5654971420361836e-05,1
,"Atascosa County, TX",48013,Suppressed,989312,Suppressed,48013,5,5.0540173373010735e-06,0
,"Austin County, TX",48015,Suppressed,606805,Suppressed,48015,5,8.23987936816605e-06,1
,"Bailey County, TX",48017,Suppressed,152921,Suppressed,48017,5,3.269662113117231e-05,1
,"Bandera County, TX",48019,Suppressed,448206,Suppressed,48019,5,1.1155584708816928e-05,1
,"Bastrop County, TX",48021,Suppressed,1619517,Suppressed,48021,5,3.0873402378610414e-06,0
,"Baylor County, TX",48023,Suppressed,82854,Suppressed,48023,5,6.0347116614768145e-05,1
,"Bee County, TX",48025,Suppressed,710723,Suppressed,48025,5,7.035089620006669e-06,0
,"Blanco County, TX",48031,Suppressed,225565,Suppressed,48031,5,2.2166559528295615e-05,1
,"Bosque County, TX",48035,Suppressed,395196,Suppressed,48035,5,1.2651949918521443e-05,1
,"Bowie County, TX",48037,Suppressed,2015139,Suppressed,48037,5,2.4812184171910723e-06,0
,"Brewster County, TX",48043,Suppressed,199683,Suppressed,48043,5,2.5039687905329947e-05,1
,"Brooks County, TX",48047,Suppressed,162609,Suppressed,48047,5,3.0748605550738274e-05,1
,"Brown County, TX",48049,Suppressed,834290,Suppressed,48049,5,5.993119898356687e-06,0
,"Burleson County, TX",48051,Suppressed,379769,Suppressed,48051,5,1.3165898217074063e-05,1
,"Burnet County, TX",48053,Suppressed,926459,Suppressed,48053,5,5.39689290081914e-06,0
,"Caldwell County, TX",48055,Suppressed,838100,Suppressed,48055,5,5.965875193890944e-06,0
,"Calhoun County, TX",48057,Suppressed,466308,Suppressed,48057,5,1.0722526741981694e-05,1
,"Camp County, TX",48063,Suppressed,270058,Suppressed,48063,5,1.851454132075332e-05,1
,"Cass County, TX",48067,Suppressed,664301,Suppressed,48067,5,7.526708525201678e-06,0
,"Chambers County, TX",48071,Suppressed,752433,Suppressed,48071,5,6.645109930053573e-06,0
,"Cherokee County, TX",48073,Suppressed,1099831,Suppressed,48073,5,4.54615299986998e-06,0
,"Childress County, TX",48075,Suppressed,158996,Suppressed,48075,5,3.144733200835241e-05,1
,"Clay County, TX",48077,Suppressed,237152,Suppressed,48077,5,2.1083524490622047e-05,1
,"Coke County, TX",48081,Suppressed,75781,Suppressed,48081,5,6.597959910795582e-05,1
,"Coleman County, TX",48083,Suppressed,191580,Suppressed,48083,5,2.609875769913352e-05,1
,"Collingsworth County, TX",48087,Suppressed,66723,Suppressed,48087,5,7.493667850666187e-05,1
,"Colorado County, TX",48089,Suppressed,456804,Suppressed,48089,5,1.0945613435959404e-05,1
,"Comal County, TX",48091,Suppressed,2437372,Suppressed,48091,5,2.0513897755451362e-06,0
,"Comanche County, TX",48093,Suppressed,301811,Suppressed,48093,5,1.6566659266892194e-05,1
,"Cooke County, TX",48097,Suppressed,847528,Suppressed,48097,5,5.899510104680907e-06,0
,"Coryell County, TX",48099,Suppressed,1640622,Suppressed,48099,5,3.0476246204183536e-06,0
,"Cottle County, TX",48101,Suppressed,34249,Suppressed,48101,5,0.00014598966393179362,1
,"Culberson County, TX",48109,Suppressed,54653,Suppressed,48109,5,9.148628620569777e-05,1
,"Deaf Smith County, TX",48117,Suppressed,414621,Suppressed,48117,5,1.2059205877174576e-05,1
,"Delta County, TX",48119,Suppressed,116265,Suppressed,48119,5,4.3005203629639184e-05,1
,"DeWitt County, TX",48123,Suppressed,445110,Suppressed,48123,5,1.123317831547258e-05,1
,"Dickens County, TX",48125,Suppressed,53405,Suppressed,48125,5,9.362419249133976e-05,1
,"Dimmit County, TX",48127,Suppressed,225274,Suppressed,48127,5,2.2195193408915365e-05,1
,"Duval County, TX",48131,Suppressed,263595,Suppressed,48131,5,1.8968493332574592e-05,1
,"Eastland County, TX",48133,Suppressed,404297,Suppressed,48133,5,1.236714593479546e-05,1
,"Ector County, TX",48135,Suppressed,3081664,Suppressed,48135,5,1.6225000519200017e-06,0
,"Ellis County, TX",48139,Suppressed,3232313,Suppressed,48139,5,1.5468798968416734e-06,0
,"Erath County, TX",48143,Suppressed,832983,Suppressed,48143,5,6.002523460862947e-06,0
,"Falls County, TX",48145,Suppressed,390438,Suppressed,48145,5,1.2806130550817287e-05,1
,"Fannin County, TX",48147,Suppressed,736271,Suppressed,48147,5,6.790977778562513e-06,0
,"Fayette County, TX",48149,Suppressed,529705,Suppressed,48149,5,9.439216167489452e-06,1
,"Fisher County, TX",48151,Suppressed,88320,Suppressed,48151,5,5.661231884057971e-05,1
,"Franklin County, TX",48159,Suppressed,228161,Suppressed,48159,5,2.1914349954637294e-05,1
,"Freestone County, TX",48161,Suppressed,422396,Suppressed,48161,5,1.183723330713359e-05,1
,"Garza County, TX",48169,Suppressed,132615,Suppressed,48169,5,3.770312558911134e-05,1
,"Gillespie County, TX",48171,Suppressed,533358,Suppressed,48171,5,9.374566426302784e-06,1
,"Gonzales County, TX",48177,Suppressed,436692,Suppressed,48177,5,1.144971742097405e-05,1
,"Grimes County, TX",48185,Suppressed,580243,Suppressed,48185,5,8.61707939604614e-06,1
,"Hamilton County, TX",48193,Suppressed,183315,Suppressed,48193,5,2.7275454818209095e-05,1
,"Hardeman County, TX",48197,Suppressed,92953,Suppressed,48197,5,5.379062536981055e-05,1
,"Hardin County, TX",48199,Suppressed,1174176,Suppressed,48199,5,4.258305398849917e-06,0
,"Harrison County, TX",48203,Suppressed,1425675,Suppressed,48203,5,3.5071106668770935e-06,0
,"Haskell County, TX",48207,Suppressed,129020,Suppressed,48207,5,3.8753681599751974e-05,1
,"Hays County, TX",48209,Suppressed,3500672,Suppressed,48209,5,1.4282971955098906e-06,0
,"Hill County, TX",48217,Suppressed,761989,Suppressed,48217,5,6.561774513805317e-06,0
,"Hockley County, TX",48219,Suppressed,506532,Suppressed,48219,5,9.87104467239977e-06,1
,"Hood County, TX",48221,Suppressed,1118924,Suppressed,48221,5,4.468578741719724e-06,0
,"Hopkins County, TX",48223,Suppressed,762290,Suppressed,48223,5,6.559183512836322e-06,0
,"Houston County, TX",48225,Suppressed,511111,Suppressed,48225,5,9.782610822306701e-06,1
,"Howard County, TX",48227,Suppressed,768775,Suppressed,48227,5,6.503853533218432e-06,0
,"Hutchinson County, TX",48233,Suppressed,487285,Suppressed,48233,5,1.0260935592107288e-05,1
,"Jackson County, TX",48239,Suppressed,315664,Suppressed,48239,5,1.5839626945106187e-05,1
,"Jasper County, TX",48241,Suppressed,782019,Suppressed,48241,5,6.393706546771882e-06,0
,"Jim Hogg County, TX",48247,Suppressed,114720,Suppressed,48247,5,4.3584379358437934e-05,1
,"Jim Wells County, TX",48249,Suppressed,893073,Suppressed,48249,5,5.598646471229115e-06,0
,"Johnson County, TX",48251,Suppressed,3303475,Suppressed,48251,5,1.5135576930353642e-06,0
,"Karnes County, TX",48255,Suppressed,333403,Suppressed,48255,5,1.4996865655078088e-05,1
,"Kendall County, TX",48259,Suppressed,749720,Suppressed,48259,5,6.669156485087766e-06,0
,"Kenedy County, TX",48261,Suppressed,9204,Suppressed,48261,5,0.0005432420686657974,1
,"Kerr County, TX",48265,Suppressed,1070452,Suppressed,48265,5,4.670924058248291e-06,0
,"King County, TX",48269,Suppressed,6422,Suppressed,48269,5,0.0007785736530675802,1
,"Kleberg County, TX",48273,Suppressed,693022,Suppressed,48273,5,7.214778174430249e-06,0
,"Knox County, TX",48275,Suppressed,84468,Suppressed,48275,5,5.919401430127385e-05,1
,"Lamar County, TX",48277,Suppressed,1086373,Suppressed,48277,5,4.6024707904191285e-06,0
,"Lampasas County, TX",48281,Suppressed,434224,Suppressed,48281,5,1.1514794207597922e-05,1
,"Lavaca County, TX",48285,Suppressed,428292,Suppressed,48285,5,1.1674278296115735e-05,1
,"Lee County, TX",48287,Suppressed,364065,Suppressed,48287,5,1.3733811269965528e-05,1
,"Leon County, TX",48289,Suppressed,363604,Suppressed,48289,5,1.3751223858923444e-05,1
,"Liberty County, TX",48291,Suppressed,1699385,Suppressed,48291,5,2.942240869491022e-06,0
,"Limestone County, TX",48293,Suppressed,507641,Suppressed,48293,5,9.84948024292758e-06,1
,"Llano County, TX",48299,Suppressed,422657,Suppressed,48299,5,1.1829923555033988e-05,1
,"Lubbock County, TX",48303,Suppressed,6088055,Suppressed,48303,5,8.212803596550951e-07,0
,"McCulloch County, TX",48307,Suppressed,179299,Suppressed,48307,5,2.788637973441012e-05,1
,"Madison County, TX",48313,Suppressed,299021,Suppressed,48313,5,1.672123362573197e-05,1
,"Marion County, TX",48315,Suppressed,232276,Suppressed,48315,5,2.1526115483304343e-05,1
,"Martin County, TX",48317,Suppressed,110371,Suppressed,48317,5,4.530175498998831e-05,1
,"Matagorda County, TX",48321,Suppressed,813900,Suppressed,48321,5,6.143260842855387e-06,0
,"Maverick County, TX",48323,Suppressed,1174251,Suppressed,48323,5,4.258033418749484e-06,0
,"Midland County, TX",48329,Suppressed,3100578,Suppressed,48329,5,1.6126025534593873e-06,0
,"Milam County, TX",48331,Suppressed,543951,Suppressed,48331,5,9.192004426869332e-06,1
,"Mitchell County, TX",48335,Suppressed,201576,Suppressed,48335,5,2.4804540223042426e-05,1
,"Montague County, TX",48337,Suppressed,429653,Suppressed,48337,5,1.1637298005599868e-05,1
,"Moore County, TX",48341,Suppressed,465139,Suppressed,48341,5,1.0749474888151714e-05,1
,"Morris County, TX",48343,Suppressed,282858,Suppressed,48343,5,1.767671411096734e-05,1
,"Nacogdoches County, TX",48347,Suppressed,1388720,Suppressed,48347,5,3.6004378132380897e-06,0
,"Navarro County, TX",48349,Suppressed,1046077,Suppressed,48349,5,4.779762866404672e-06,0
,"Nolan County, TX",48353,Suppressed,331723,Suppressed,48353,5,1.5072816777853811e-05,1
,"Orange County, TX",48361,Suppressed,1834351,Suppressed,48361,5,2.7257596828524094e-06,0
,"Palo Pinto County, TX",48363,Suppressed,613593,Suppressed,48363,5,8.1487239913102e-06,1
,"Panola County, TX",48365,Suppressed,513865,Suppressed,48365,5,9.730182051706187e-06,1
,"Parker County, TX",48367,Suppressed,2520084,Suppressed,48367,5,1.9840608487653587e-06,0
,"Pecos County, TX",48371,Suppressed,347750,Suppressed,48371,5,1.4378145219266715e-05,1
,"Polk County, TX",48373,Suppressed,1013878,Suppressed,48373,5,4.931559812916347e-06,0
,"Potter County, TX",48375,Suppressed,2614034,Suppressed,48375,5,1.9127524737627743e-06,0
,"Presidio County, TX",48377,Suppressed,161489,Suppressed,48377,5,3.096186117939922e-05,1
,"Randall County, TX",48381,Suppressed,2644844,Suppressed,48381,5,1.8904706667009471e-06,0
,"Red River County, TX",48387,Suppressed,285769,Suppressed,48387,5,1.74966493916415e-05,1
,"Reeves County, TX",48389,Suppressed,305590,Suppressed,48389,5,1.6361791943453647e-05,1
,"Refugio County, TX",48391,Suppressed,162919,Suppressed,48391,5,3.069009753312996e-05,1
,"Robertson County, TX",48395,Suppressed,364269,Suppressed,48395,5,1.3726119982759993e-05,1
,"Rockwall County, TX",48397,Suppressed,1651282,Suppressed,48397,5,3.027950404594733e-06,0
